game_id,team_a,team_b,is_home,shots_avg,shots_on_target_avg,goals_avg,box_entries_avg,final_third_entries_avg,crosses_attempted_avg,crosses_success_rate_avg,progressive_passes_success_avg,passes_attempted_avg,pass_success_rate_avg,long_pass_attempted_avg,recoveries_avg,interceptions_avg,tackles_avg,duels_success_rate_avg,defensive_third_turnovers_avg,shots_conceded_avg,shots_on_target_conceded_avg,goals_conceded_avg,box_entries_conceded_avg,final_third_entries_conceded_avg,crosses_attempted_conceded_avg,crosses_success_rate_conceded_avg,progressive_passes_success_conceded_avg,passes_attempted_conceded_avg,pass_success_rate_conceded_avg,long_pass_attempted_conceded_avg,recoveries_conceded_avg,interceptions_conceded_avg,tackles_conceded_avg,duels_success_rate_conceded_avg,defensive_third_turnovers_conceded_avg,diff_shots,diff_shots_on_target,diff_goals,diff_box_entries,diff_final_third_entries,diff_crosses_attempted,diff_crosses_success_rate,diff_progressive_passes_success,diff_passes_attempted,diff_pass_success_rate,diff_long_pass_attempted,diff_recoveries,diff_interceptions,diff_tackles,diff_duels_success_rate,diff_defensive_third_turnovers,actual_result
126293,광주FC,강원FC,True,17.0,0.0,1.0,9.0,28.0,15.0,0.13333333333333333,80.0,406.0,0.8300492610837439,79.0,84.0,49.0,22.0,1.0,88.0,11.0,0.0,1.0,19.0,27.0,15.0,0.2,57.0,425.0,0.8329411764705882,76.0,104.0,49.0,29.0,1.0,50.0,4.0,0.0,1.0,-8.0,-4.0,2.0,0.09411764705882353,15.0,-66.0,0.05006718007537281,-15.0,-35.0,4.0,-3.0,0.0,-37.0,win
126294,FC서울,인천 유나이티드,True,8.0,0.0,0.0,17.0,41.0,32.0,0.15625,98.0,560.0,0.8785714285714286,74.0,83.0,55.0,13.0,1.0,40.0,3.0,0.0,0.0,8.0,30.0,14.0,0.0,68.0,403.0,0.826302729528536,84.0,77.0,56.0,28.0,1.0,29.0,7.0,0.0,0.0,8.0,-9.0,15.0,0.2413793103448276,-13.0,47.0,0.013697270471463963,-3.0,7.0,-22.0,8.0,0.0,-23.0,draw
126295,대전 하나 시티즌,강원FC,True,15.5,0.0,1.0,21.0,31.0,12.5,0.11666666666666667,91.0,426.0,0.8410335991517375,81.0,85.5,35.0,30.0,1.0,66.5,11.0,0.0,2.0,13.0,24.0,15.0,0.2,69.5,437.0,0.8463146862308397,71.5,91.0,41.5,21.0,1.0,82.0,-3.5,0.0,-1.0,-1.5,-1.5,-3.5,0.024999999999999994,-16.5,-76.0,-0.0804259855595304,7.0,1.5,2.0,3.0,0.0,35.5,draw
126296,대구FC,수원FC,True,13.0,0.0,0.5,19.0,44.5,25.5,0.0945945945945946,107.0,512.0,0.878529786664429,83.0,90.0,44.5,23.5,1.0,40.0,8.5,0.0,0.5,13.0,25.5,22.5,0.1935096153846154,63.5,389.0,0.8269003931847969,64.0,79.0,50.5,21.5,1.0,34.0,4.5,0.0,0.0,-3.5,-0.5,2.0,0.06942141909814323,-4.0,-38.0,-0.023237341941048095,1.0,8.0,-13.0,10.0,0.0,-23.5,draw
126297,FC서울,제주SK FC,True,8.5,0.0,1.0,13.0,21.5,14.0,0.17692307692307693,62.5,396.5,0.8118510230179028,73.0,86.5,51.0,23.5,1.0,52.5,12.5,0.0,1.0,13.0,29.5,15.0,0.16666666666666669,71.5,410.0,0.807536707836558,90.0,88.0,42.5,25.5,1.0,65.0,-5.5,0.0,-1.0,0.0,0.5,8.0,-0.01656524678837054,17.0,136.5,0.0673622035164747,-7.0,-13.5,-2.0,3.5,0.0,-9.5,win
126298,포항 스틸러스,광주FC,True,13.0,0.0,2.5,9.0,22.0,16.0,0.24705882352941178,77.0,404.0,0.8713482762685262,64.0,73.5,43.5,19.5,1.0,100.5,12.0,0.0,0.5,24.5,27.5,19.5,0.1706896551724138,78.5,448.0,0.8460089686098655,82.0,85.5,27.5,37.0,1.0,48.5,-5.0,0.0,1.0,-15.5,-1.0,-5.5,-0.06354679802955666,-4.0,50.0,0.013827181113970743,-8.5,-9.0,16.5,-10.0,0.0,-16.5,win
126299,김천 상무 프로축구단,전북 현대 모터스,True,12.5,0.0,1.0,14.0,27.5,23.0,0.2365967365967366,71.0,370.0,0.8263119969067454,79.5,87.5,48.5,31.5,1.0,45.0,15.0,0.0,1.0,18.0,36.5,22.5,0.2195945945945946,94.5,464.5,0.8387550452767845,69.0,98.0,42.0,19.0,1.0,51.0,-7.5,0.0,0.0,-3.5,-6.5,-6.5,-0.04326609217913566,-13.0,43.5,0.02431395347501275,11.5,-22.0,-3.5,5.5,0.0,-8.0,win
126300,울산 HD FC,인천 유나이티드,True,11.0,0.0,0.0,12.0,31.0,23.0,0.11383928571428571,75.0,474.5,0.8608795446199045,59.5,87.5,47.5,20.5,1.0,38.5,3.5,0.0,0.0,9.0,34.5,15.5,0.029411764705882353,95.0,523.0,0.8680502761173007,84.5,71.0,51.5,25.0,1.0,63.0,5.5,0.0,2.0,10.0,3.0,-2.5,0.33986928104575165,-6.0,-27.0,-0.009538499710233128,-9.5,1.0,-8.0,5.0,0.0,20.5,draw
126301,전북 현대 모터스,울산 HD FC,True,11.666666666666666,0.0,2.3333333333333335,17.0,39.666666666666664,16.666666666666668,0.3017429193899782,98.33333333333333,532.3333333333334,0.8654541319297806,86.0,74.66666666666667,39.666666666666664,27.333333333333332,1.0,59.0,8.333333333333334,0.0,1.0,13.333333333333334,31.0,14.333333333333334,0.09109730848861282,77.66666666666667,454.0,0.8617639443666415,71.33333333333333,68.66666666666667,38.0,19.333333333333332,1.0,43.666666666666664,3.0,0.0,-0.33333333333333337,-0.6666666666666679,-6.666666666666668,8.666666666666666,0.12460486373529851,-13.333333333333343,-40.666666666666686,-0.03355594642881132,13.0,22.0,6.0,8.666666666666668,0.0,-7.333333333333336,draw
126302,인천 유나이티드,대전 하나 시티즌,True,7.333333333333333,0.0,1.0,11.0,24.666666666666668,12.666666666666666,0.19444444444444445,61.0,377.6666666666667,0.7887757598960391,81.66666666666667,85.0,43.0,23.333333333333332,1.0,55.0,10.0,0.0,1.0,12.0,29.0,18.333333333333332,0.1691271691271691,85.66666666666667,491.0,0.8550798512026624,87.66666666666667,82.33333333333333,47.333333333333336,24.666666666666668,1.0,53.0,1.333333333333334,0.0,-0.33333333333333337,0.3333333333333339,-0.33333333333333215,-1.0,-0.09323431198431197,-16.333333333333343,-57.0,0.003070251254044476,-31.66666666666667,-4.666666666666657,1.3333333333333286,-4.333333333333336,0.0,17.666666666666664,win
126303,제주SK FC,포항 스틸러스,True,7.666666666666667,0.0,1.3333333333333333,8.333333333333334,27.666666666666668,14.333333333333334,0.13809523809523808,77.33333333333333,484.6666666666667,0.8599781027270991,82.33333333333333,75.66666666666667,38.333333333333336,24.666666666666668,1.0,78.66666666666667,8.333333333333334,0.0,0.6666666666666666,8.333333333333334,24.0,16.0,0.18137254901960786,63.0,463.6666666666667,0.8680264927244671,62.666666666666664,71.33333333333333,35.0,24.333333333333332,1.0,50.0,0.33333333333333215,0.0,0.0,2.666666666666666,-2.0,-4.666666666666666,-0.0634238310708899,-3.6666666666666643,-66.0,-0.05762581071253181,8.666666666666664,13.0,15.666666666666664,0.3333333333333357,0.0,-5.666666666666664,loss
126304,수원FC,김천 상무 프로축구단,True,6.666666666666667,0.0,1.0,11.0,26.333333333333332,13.0,0.1651713825626869,76.33333333333333,476.3333333333333,0.8522154906932885,75.33333333333333,77.33333333333333,46.0,27.0,1.0,66.33333333333333,10.666666666666666,0.0,1.0,17.666666666666668,28.0,20.333333333333332,0.2980731856294075,71.66666666666667,423.3333333333333,0.8229194666087679,79.0,87.0,40.0,29.666666666666668,1.0,54.333333333333336,4.0,0.0,-0.33333333333333337,-3.666666666666668,7.666666666666664,3.666666666666668,-0.15564504320126507,24.666666666666657,124.33333333333331,0.06702123123213855,1.0,-0.6666666666666714,-1.0,-5.333333333333336,0.0,-2.0,loss
126305,강원FC,FC서울,True,6.333333333333333,0.0,0.3333333333333333,12.0,29.0,20.0,0.10006761325219743,86.0,503.0,0.8605095306456115,80.33333333333333,84.33333333333333,41.666666666666664,28.0,1.0,75.0,12.666666666666666,0.0,0.6666666666666666,8.333333333333334,22.333333333333332,12.333333333333334,0.12184873949579833,59.0,382.6666666666667,0.8445653390714472,58.0,80.33333333333333,47.666666666666664,27.0,1.0,62.0,0.3333333333333339,0.0,0.33333333333333337,8.999999999999998,7.0,-1.0,-0.0070339246809835165,27.0,95.66666666666663,0.015151743038859244,25.33333333333333,2.6666666666666714,-11.666666666666664,0.6666666666666679,0.0,3.6666666666666643,draw
126306,광주FC,대구FC,True,12.666666666666666,0.0,0.6666666666666666,8.666666666666666,23.0,21.666666666666668,0.21695402298850575,61.333333333333336,338.0,0.8167582734787385,63.0,80.33333333333333,39.666666666666664,37.666666666666664,1.0,61.333333333333336,11.333333333333334,0.0,1.6666666666666667,8.0,20.666666666666668,14.666666666666666,0.1772486772486772,70.66666666666667,540.6666666666666,0.8753240673918384,72.33333333333333,78.66666666666667,43.333333333333336,30.333333333333332,1.0,78.33333333333333,-1.333333333333334,0.0,0.0,1.666666666666666,-1.6666666666666679,-0.33333333333333215,-0.012542794895736037,-0.6666666666666714,-115.66666666666663,0.011070857686536595,-12.666666666666664,-9.666666666666671,-5.0,-11.333333333333332,0.0,-5.333333333333343,loss
126307,포항 스틸러스,수원FC,True,14.25,0.0,0.75,13.5,36.5,23.25,0.20205920205920205,99.25,551.25,0.8894306123486513,87.25,82.75,35.75,21.75,1.0,57.75,9.0,0.0,1.25,11.0,22.75,16.75,0.21133814102564102,56.75,351.0,0.8303975671623806,58.25,70.5,48.25,30.25,1.0,41.75,0.75,0.0,0.25,-0.75,7.0,-0.25,-0.07515801680203854,23.0,150.25,0.03327929481942282,27.5,9.25,-12.25,-10.0,0.0,-31.75,draw
126308,대전 하나 시티즌,울산 HD FC,True,11.75,0.0,2.25,17.5,36.0,15.0,0.2763071895424837,93.25,523.25,0.8638083408828193,85.0,75.25,40.25,25.5,1.0,61.25,9.0,0.0,1.25,11.5,31.0,15.0,0.1418523931311655,80.25,451.75,0.8598061043423968,71.75,73.5,34.75,18.0,1.0,51.0,-0.5,0.0,-0.5,1.0,-3.75,-1.25,0.07751035196687373,-15.0,-43.75,-0.0593064487490248,14.25,11.25,12.75,8.0,0.0,-3.0,win
126309,광주FC,인천 유나이티드,True,10.25,0.0,1.0,11.5,27.75,18.25,0.10453869047619047,69.5,424.5,0.8468954051253584,58.0,81.75,49.75,19.25,1.0,40.25,9.0,0.0,0.75,12.0,37.0,18.0,0.1299019607843137,96.25,537.5,0.8627776844737947,94.0,76.5,49.0,26.5,1.0,67.25,0.75,0.0,0.5,0.5,-7.5,-3.0,0.03774509803921572,-10.25,-72.0,0.02689074102152844,-32.0,-3.5,-12.25,-5.5,0.0,-9.25,loss
126310,FC서울,김천 상무 프로축구단,True,6.75,0.0,1.5,11.0,25.0,11.25,0.2072118702553485,66.0,435.75,0.845371809102769,68.0,72.25,46.5,27.25,1.0,57.25,11.25,0.0,1.0,16.25,30.75,20.5,0.31879298446015086,80.75,458.0,0.8391646889245474,86.5,83.25,36.5,25.75,1.0,56.25,-5.5,0.0,-0.5,-4.0,-3.5,-2.75,-0.19828772906645734,-3.75,19.5,0.025668830630733552,-9.25,-5.25,3.25,3.5,0.0,-9.5,win
126311,제주SK FC,전북 현대 모터스,True,11.25,0.0,1.0,11.0,26.0,21.5,0.2353060409326394,70.25,421.25,0.8346391445207884,81.5,90.0,39.25,24.5,1.0,56.5,11.75,0.0,1.25,14.75,29.25,15.5,0.195511583011583,83.25,459.5,0.8417223832179439,71.25,88.25,46.75,22.5,1.0,62.75,-2.25,0.0,-0.75,-5.25,-8.5,-5.5,-0.023716711216711206,-23.5,-72.5,-0.02687961818786566,-1.75,-9.0,6.75,4.25,0.0,3.75,win
126312,강원FC,대구FC,True,12.75,0.0,1.0,7.75,19.25,22.25,0.20438218390804597,54.5,320.5,0.8159269140642778,61.0,82.0,40.75,39.0,1.0,57.5,10.75,0.0,1.25,11.25,30.75,15.25,0.17705415499533145,86.5,552.25,0.8813652822304205,71.5,80.25,40.5,29.5,1.0,72.5,3.0,0.0,-0.25,4.25,-0.5,-3.0,-0.07427637721755367,0.5,-59.5,-0.01596179900589967,13.25,-1.0,-7.0,-2.75,0.0,3.75,win
126313,울산 HD FC,수원FC,True,14.2,0.0,0.8,11.0,33.0,20.6,0.20164736164736166,87.4,493.8,0.880483883818315,79.6,81.0,38.0,20.8,1.0,50.6,9.8,0.0,1.2,10.4,29.8,19.2,0.1828636162687887,71.6,387.8,0.8489909509261662,62.4,70.4,42.8,26.2,1.0,42.4,2.1999999999999993,0.0,0.6000000000000001,7.200000000000001,5.400000000000002,-1.8000000000000007,0.06040435758742049,21.200000000000003,149.59999999999997,0.02219040191476951,22.6,7.199999999999989,-5.599999999999994,-3.0,0.0,-24.6,win
126314,인천 유나이티드,제주SK FC,True,10.6,0.0,0.8,10.4,19.8,10.6,0.15282051282051282,58.0,369.4,0.8010380916227249,68.0,84.2,53.2,26.0,1.0,60.6,11.6,0.0,1.0,12.2,28.2,19.2,0.13413293353323338,71.2,434.8,0.8219382039480483,84.2,94.0,40.4,23.4,1.0,64.4,-1.799999999999999,0.0,0.3999999999999999,-1.5999999999999996,-1.3999999999999986,-2.599999999999998,0.009498018847719003,-7.800000000000004,-41.60000000000002,0.012294538062686211,-24.800000000000004,-12.799999999999997,8.600000000000001,-4.0,0.0,28.200000000000003,loss
126315,김천 상무 프로축구단,광주FC,True,10.6,0.0,1.4,14.4,42.0,19.6,0.18674922600619195,100.2,513.4,0.8932950240842018,74.2,81.4,32.4,20.2,1.0,74.6,10.8,0.0,1.4,13.6,23.2,17.6,0.20160919540229885,62.6,378.0,0.8298589742652979,76.8,82.2,34.4,31.4,1.0,53.8,-3.000000000000001,0.0,0.0,-2.0,4.600000000000001,-6.000000000000002,-0.020455083813404634,5.999999999999993,72.19999999999999,0.021635323410618135,-9.0,-8.600000000000009,10.800000000000004,-4.199999999999999,0.0,-3.4000000000000057,win
126316,전북 현대 모터스,강원FC,True,13.0,0.0,1.2,13.8,30.4,12.4,0.112991452991453,89.4,485.4,0.869077172544529,87.2,77.2,34.8,26.4,1.0,74.4,8.0,0.0,1.2,12.2,23.4,14.0,0.1716017316017316,60.8,401.2,0.8391219474182934,75.0,78.4,38.4,24.8,1.0,66.6,3.4000000000000004,0.0,-0.3999999999999999,-1.5999999999999996,1.2000000000000028,9.0,0.058022411489207504,4.400000000000006,13.199999999999989,-0.01378789278357484,4.200000000000003,13.199999999999989,1.8000000000000043,1.3999999999999986,0.0,9.799999999999997,loss
126317,대구FC,FC서울,True,7.2,0.0,1.4,11.0,25.4,16.6,0.16307087098162149,77.2,456.2,0.8568263843773785,79.0,79.4,40.6,29.6,1.0,67.8,13.2,0.0,0.8,9.8,27.8,13.0,0.1018271924154277,69.2,438.4,0.858428591150002,66.0,77.6,41.8,26.4,1.0,68.6,-1.5999999999999996,0.0,0.0,-1.200000000000001,-8.8,7.600000000000001,0.09024998328243763,-18.0,-118.0,-0.047562059898579756,-2.0,4.200000000000003,-2.5999999999999943,10.200000000000003,0.0,10.799999999999997,draw
126318,대전 하나 시티즌,포항 스틸러스,True,10.4,0.0,1.4,9.8,35.4,19.0,0.12273720282715786,90.0,508.0,0.8756143867817044,84.4,77.8,33.0,18.2,1.0,67.8,10.2,0.0,0.6,6.2,21.6,12.8,0.21549019607843137,58.0,402.0,0.8553890923909757,60.2,70.4,42.8,24.6,1.0,48.2,-2.3999999999999995,0.0,0.4,4.8,3.1999999999999993,0.3999999999999986,-0.02181818181818182,4.799999999999997,-20.600000000000023,-0.05717118609809635,18.599999999999994,12.599999999999994,4.400000000000006,-0.20000000000000284,0.0,-6.599999999999994,loss
126319,전북 현대 모터스,광주FC,True,8.4,0.0,1.0,15.6,42.0,17.2,0.20792569659442722,94.8,506.4,0.8796563157379724,72.6,83.2,29.6,19.2,1.0,63.4,10.6,0.0,1.6,12.8,26.4,15.6,0.20596491228070174,71.6,391.8,0.8344986659801343,78.2,82.0,33.6,30.0,1.0,58.6,-0.7999999999999989,0.0,-0.8,-2.4000000000000004,-3.599999999999998,5.4,0.009956991021041084,-10.399999999999991,11.199999999999989,-0.010019882634502375,-7.400000000000006,3.5999999999999943,1.3999999999999986,-6.600000000000001,0.0,1.6000000000000014,win
126320,FC서울,포항 스틸러스,True,11.8,0.0,1.8,9.0,33.6,19.6,0.12945989190278812,93.4,540.4,0.8877771675613337,86.6,78.2,32.4,17.6,1.0,76.6,8.4,0.0,0.6,5.4,17.6,10.0,0.2233333333333333,51.8,368.6,0.8460229586467953,59.2,68.6,44.2,25.2,1.0,51.6,-2.2,0.0,0.7999999999999999,3.4000000000000004,8.399999999999999,5.800000000000001,-0.10053832442067732,29.60000000000001,141.2,0.028875849128911724,20.799999999999997,6.800000000000011,-4.600000000000001,1.8000000000000007,0.0,-24.4,loss
126321,울산 HD FC,강원FC,True,11.4,0.0,1.4,16.4,32.8,11.2,0.13076923076923078,91.0,497.2,0.8815619439836941,86.2,74.4,31.4,25.2,1.0,64.6,7.4,0.0,1.2,12.0,25.2,15.6,0.16638434029738375,68.0,409.2,0.8471573680381544,72.4,71.6,33.6,22.8,1.0,69.2,4.4,0.0,1.0000000000000002,7.600000000000001,11.400000000000002,2.799999999999999,0.03624192232887888,33.400000000000006,166.8,0.03380636422284855,7.599999999999994,5.6000000000000085,1.3999999999999986,1.0,0.0,-4.3999999999999915,win
126322,제주SK FC,김천 상무 프로축구단,True,8.2,0.0,1.4,11.6,32.2,13.6,0.18934124609181816,79.4,466.4,0.8588371857377842,72.6,75.4,40.0,25.8,1.0,61.2,9.2,0.0,1.8,14.4,26.2,14.0,0.34652864044168397,73.2,434.2,0.8419509120492377,82.2,78.8,38.8,26.0,1.0,53.8,1.8000000000000007,0.0,-1.0,-6.200000000000001,-9.399999999999999,-3.0,-0.19841400997411232,-19.800000000000004,-69.39999999999998,-0.05824732437734692,-15.799999999999997,9.600000000000009,16.800000000000004,-0.6000000000000014,0.0,-7.800000000000004,loss
126323,수원FC,대전 하나 시티즌,True,6.8,0.0,1.0,11.2,26.4,12.2,0.21033868092691624,66.8,402.0,0.8128575245821328,82.8,79.0,45.8,24.6,1.0,57.6,9.2,0.0,1.2,10.0,22.8,17.4,0.14860303095597213,76.0,506.8,0.8590820342052761,77.2,80.0,41.6,18.6,1.0,65.2,6.0,0.0,-0.3999999999999999,0.5999999999999996,8.2,1.8000000000000007,0.08161575926281808,6.599999999999994,-21.0,0.021981524093006688,-2.0,-1.2000000000000028,-5.600000000000001,3.1999999999999993,0.0,11.600000000000001,win
126324,인천 유나이티드,대구FC,True,9.0,0.0,0.8,6.6,14.6,16.6,0.18134920634920634,42.8,289.2,0.8035631604649055,56.8,72.6,41.4,38.6,1.0,57.6,10.2,0.0,1.2,9.0,32.6,18.0,0.13596811032105152,95.0,589.0,0.9026222314946095,81.0,76.0,35.0,26.0,1.0,84.8,0.6000000000000014,0.0,0.19999999999999996,0.5999999999999996,-8.200000000000003,-2.8000000000000007,0.00041284205990085865,-36.0,-216.8,-0.09025762135200677,-18.799999999999997,14.599999999999994,12.600000000000001,-5.0,0.0,40.8,draw
126325,광주FC,울산 HD FC,True,13.0,0.0,2.4,16.0,34.6,20.8,0.16135642135642136,103.4,599.0,0.8942802624017296,81.8,78.0,30.2,18.4,1.0,83.8,8.4,0.0,1.2,10.4,25.6,9.2,0.14557677616501144,66.2,388.6,0.8448648194885854,60.8,68.2,37.8,20.8,1.0,48.8,0.1999999999999993,0.0,-0.6,6.999999999999998,17.799999999999997,8.400000000000002,0.045878332194121685,23.39999999999999,121.59999999999997,0.033366677563989255,9.0,14.200000000000003,-9.799999999999997,2.8000000000000007,0.0,-3.8000000000000043,win
126326,수원FC,제주SK FC,True,11.0,0.0,0.6,9.6,19.6,12.6,0.1268692092221504,56.8,371.0,0.7839474037337846,68.0,97.4,50.6,28.4,1.0,61.4,12.0,0.0,1.0,13.0,27.0,21.8,0.16924404464434448,69.6,446.4,0.814944615557924,85.6,105.8,43.8,22.4,1.0,64.2,-0.1999999999999993,0.0,-0.19999999999999996,-7.4,-3.8000000000000007,-7.0,0.036470241069941206,-1.5999999999999943,-19.0,0.04470921531768024,-13.799999999999997,-33.2,-8.199999999999996,-0.1999999999999993,0.0,9.200000000000003,win
126327,포항 스틸러스,김천 상무 프로축구단,True,9.4,0.0,1.6,11.8,28.0,12.6,0.24103206734785682,67.8,435.4,0.8410813307883783,73.0,80.8,46.6,28.2,1.0,58.8,9.0,0.0,1.2,11.8,25.6,16.4,0.26716356107660455,73.4,431.2,0.8302985928454312,84.0,89.2,34.4,24.0,1.0,57.2,2.1999999999999993,0.0,0.8,-1.0,5.199999999999999,3.8000000000000007,-0.12845997169482484,10.599999999999994,70.60000000000002,0.055939893585442935,2.0,-14.400000000000006,-3.3999999999999986,-6.800000000000001,0.0,-9.799999999999997,draw
126328,FC서울,전북 현대 모터스,True,10.0,0.0,1.0,10.2,25.6,21.2,0.21262520000503948,70.6,439.8,0.8420697277063969,74.8,83.4,34.4,23.0,1.0,67.4,10.6,0.0,1.6,15.0,25.6,11.2,0.15192990016519428,67.8,428.2,0.8360472122310381,67.2,81.0,42.6,25.2,1.0,63.0,-1.799999999999999,0.0,0.19999999999999996,-6.4,-0.40000000000000213,5.400000000000002,-0.002804359039653148,10.799999999999997,70.0,0.03808861220003723,16.0,-5.599999999999994,-5.600000000000001,3.1999999999999993,0.0,-10.0,loss
126329,강원FC,인천 유나이티드,True,10.0,0.0,1.6,8.6,27.0,14.4,0.1820952380952381,63.2,402.6,0.8196975031475588,66.6,87.2,49.4,20.4,1.0,47.4,12.6,0.0,1.4,14.2,41.8,22.6,0.21537667698658414,86.8,527.8,0.8434422203876414,90.8,99.6,39.2,22.6,1.0,62.2,-2.799999999999999,0.0,-0.19999999999999996,0.0,-8.199999999999996,-12.400000000000002,-0.06460744621735337,1.4000000000000057,-18.399999999999977,0.0475977929568403,-7.200000000000003,-32.0,-7.800000000000004,-1.2000000000000028,0.0,-1.3999999999999986,win
