game_id,team,opponent,is_home,goals_for,goals_against,result,shots,shots_on_target,goals,box_entries,final_third_entries,crosses_attempted,crosses_success_rate,progressive_passes_success,passes_attempted,pass_success_rate,long_pass_attempted,recoveries,interceptions,tackles,duels_success_rate,defensive_third_turnovers
126298,포항 스틸러스,광주FC,True,1,0,win,9,0,1,7,30,15,0.2,83,458,0.8602620087336245,100,74,27,20,1.0,106
126300,울산 HD FC,인천 유나이티드,True,3,3,draw,17,0,3,13,44,24,0.16666666666666666,117,605,0.8793388429752066,108,80,32,22,1.0,92
126302,인천 유나이티드,대전 하나 시티즌,True,2,0,win,7,0,2,9,25,21,0.19047619047619047,70,396,0.8131313131313131,64,94,53,16,1.0,55
126301,전북 현대 모터스,울산 HD FC,True,2,2,draw,11,0,2,6,31,17,0.29411764705882354,88,445,0.8539325842696629,73,88,25,14,1.0,73
126303,제주SK FC,포항 스틸러스,True,0,2,loss,12,0,0,5,17,6,0.3333333333333333,61,355,0.828169014084507,64,64,62,33,1.0,69
126304,수원FC,김천 상무 프로축구단,True,1,4,loss,13,0,1,12,39,21,0.38095238095238093,108,562,0.8879003558718861,109,72,26,14,1.0,62
126305,강원FC,FC서울,True,1,1,draw,16,0,1,10,33,15,0.06666666666666667,90,536,0.8824626865671642,89,68,26,24,1.0,100
126306,광주FC,대구FC,True,1,2,loss,9,0,0,21,61,17,0.17647058823529413,134,587,0.899488926746167,69,85,32,27,1.0,55
126308,대전 하나 시티즌,울산 HD FC,True,2,0,win,5,0,2,5,15,11,0.09090909090909091,53,275,0.7890909090909091,50,76,46,18,1.0,58
126307,포항 스틸러스,수원FC,True,1,1,draw,13,0,1,8,58,29,0.06896551724137931,131,535,0.9233644859813084,79,70,21,10,1.0,45
126312,강원FC,대구FC,True,3,0,win,10,0,2,7,31,13,0.15384615384615385,99,456,0.8837719298245614,97,69,40,25,1.0,97
126309,광주FC,인천 유나이티드,True,2,3,loss,14,0,2,22,92,38,0.2631578947368421,157,705,0.9078014184397163,123,115,15,17,1.0,67
126311,제주SK FC,전북 현대 모터스,True,2,0,win,15,0,2,14,16,13,0.07692307692307693,51,299,0.745819397993311,62,104,52,23,1.0,67
126310,FC서울,김천 상무 프로축구단,True,5,1,win,13,0,5,6,18,12,0.3333333333333333,78,371,0.8247978436657682,86,85,44,31,1.0,76
126313,울산 HD FC,수원FC,True,3,0,win,10,0,3,21,49,22,0.09090909090909091,137,771,0.9156939040207522,56,80,26,20,1.0,81
126314,인천 유나이티드,제주SK FC,True,0,1,loss,13,0,0,12,29,25,0.12,76,455,0.7692307692307693,88,130,48,21,1.0,79
126315,김천 상무 프로축구단,광주FC,True,2,1,win,9,0,1,12,37,19,0.2631578947368421,100,519,0.8631984585741811,88,83,30,29,1.0,76
126317,대구FC,FC서울,True,0,0,draw,3,0,0,6,11,9,0.2222222222222222,38,200,0.75,38,56,46,35,1.0,62
126316,전북 현대 모터스,강원FC,True,2,3,loss,8,0,1,18,36,23,0.17391304347826086,93,465,0.8731182795698925,63,70,25,19,1.0,63
126318,대전 하나 시티즌,포항 스틸러스,True,1,2,loss,2,0,1,7,22,3,0.3333333333333333,63,411,0.8199513381995134,76,73,44,20,1.0,65
126320,FC서울,포항 스틸러스,True,2,4,loss,17,0,2,9,35,21,0.19047619047619047,108,585,0.905982905982906,101,65,34,29,1.0,82
126319,전북 현대 모터스,광주FC,True,2,1,win,10,0,2,8,24,14,0.21428571428571427,76,402,0.8631840796019901,74,64,43,28,1.0,80
126321,울산 HD FC,강원FC,True,4,0,win,13,0,4,9,23,21,0.23809523809523808,94,529,0.9168241965973535,78,66,26,16,1.0,88
126322,제주SK FC,김천 상무 프로축구단,True,0,2,loss,6,0,0,14,30,21,0.047619047619047616,85,399,0.7919799498746867,78,114,28,33,1.0,54
126323,수원FC,대전 하나 시티즌,True,1,0,win,6,0,1,5,20,15,0.06666666666666667,73,329,0.8237082066869301,65,72,31,21,1.0,58
126324,인천 유나이티드,대구FC,True,1,1,draw,10,0,1,2,34,10,0.3,73,541,0.8798521256931608,67,75,49,25,1.0,54
126326,수원FC,제주SK FC,True,2,1,win,15,0,1,14,40,26,0.11538461538461539,144,586,0.8532423208191127,92,103,43,34,1.0,101
126327,포항 스틸러스,김천 상무 프로축구단,True,0,0,draw,12,0,0,13,36,34,0.14705882352941177,92,468,0.8504273504273504,103,97,38,19,1.0,98
126328,FC서울,전북 현대 모터스,True,2,3,loss,10,0,2,4,26,19,0.21052631578947367,85,472,0.8389830508474576,93,84,34,11,1.0,96
126329,강원FC,인천 유나이티드,True,4,1,win,13,0,4,4,14,8,0.5,57,347,0.8155619596541787,72,59,40,27,1.0,108
126330,대구FC,대전 하나 시티즌,True,0,0,draw,7,0,0,10,27,10,0.3,73,431,0.8213457076566125,64,84,27,19,1.0,68
126331,대전 하나 시티즌,FC서울,True,3,1,win,6,0,2,6,24,9,0.2222222222222222,73,327,0.8195718654434251,64,76,36,28,1.0,53
126333,김천 상무 프로축구단,강원FC,True,1,0,win,13,0,1,11,34,16,0.125,117,608,0.8865131578947368,93,76,31,38,1.0,89
126332,광주FC,수원FC,True,1,2,loss,12,0,1,20,49,25,0.0,137,613,0.933115823817292,92,76,23,14,1.0,79
126334,포항 스틸러스,인천 유나이티드,True,0,0,draw,10,0,0,6,24,3,0.0,94,504,0.8829365079365079,90,69,26,25,1.0,100
126335,전북 현대 모터스,대구FC,True,2,2,draw,10,0,2,9,21,6,0.16666666666666666,77,360,0.8388888888888889,65,72,32,17,1.0,71
126336,울산 HD FC,제주SK FC,True,3,1,win,19,0,3,12,20,13,0.3076923076923077,89,496,0.8326612903225806,88,92,38,31,1.0,118
126337,대전 하나 시티즌,김천 상무 프로축구단,True,0,0,draw,9,0,0,12,31,16,0.0625,86,398,0.8015075376884422,82,75,41,28,1.0,80
126338,수원FC,FC서울,True,0,2,loss,8,0,0,8,44,16,0.4375,111,664,0.8810240963855421,130,82,29,15,1.0,117
126342,강원FC,포항 스틸러스,True,2,4,loss,19,0,2,15,46,35,0.14285714285714285,109,474,0.8544303797468354,98,97,29,23,1.0,59
126341,제주SK FC,광주FC,True,1,3,loss,13,0,1,18,33,29,0.1724137931034483,90,393,0.816793893129771,72,106,42,27,1.0,51
126340,인천 유나이티드,전북 현대 모터스,True,3,0,win,9,0,3,11,19,12,0.08333333333333333,68,369,0.7994579945799458,64,89,32,22,1.0,82
126339,대구FC,울산 HD FC,True,1,2,loss,14,0,1,10,26,20,0.1,82,422,0.8507109004739336,60,91,48,24,1.0,84
126343,FC서울,울산 HD FC,True,0,1,loss,9,0,0,13,23,16,0.0625,73,317,0.8580441640378549,55,66,34,16,1.0,35
126344,포항 스틸러스,전북 현대 모터스,True,1,0,win,24,0,1,14,29,18,0.16666666666666666,96,435,0.8413793103448276,65,68,48,29,1.0,89
126345,수원FC,강원FC,True,1,2,loss,13,0,1,13,47,23,0.17391304347826086,123,511,0.8747553816046967,89,81,26,21,1.0,88
126346,김천 상무 프로축구단,인천 유나이티드,True,2,2,draw,13,0,2,11,23,15,0.2,85,431,0.839907192575406,75,73,51,27,1.0,70
126347,제주SK FC,대구FC,True,1,0,win,15,0,1,14,33,15,0.4666666666666667,80,362,0.7928176795580111,50,100,35,21,1.0,46
126348,광주FC,대전 하나 시티즌,True,2,1,win,11,0,2,6,46,18,0.2222222222222222,115,477,0.8909853249475891,109,74,42,15,1.0,79
126349,인천 유나이티드,FC서울,True,1,2,loss,11,0,1,4,28,9,0.2222222222222222,71,447,0.8210290827740492,75,83,43,17,1.0,93
126350,대구FC,광주FC,True,3,2,win,9,0,2,5,13,9,0.3333333333333333,71,344,0.8255813953488372,53,65,39,29,1.0,73
126351,강원FC,대전 하나 시티즌,True,3,3,draw,13,0,3,15,31,20,0.15,88,431,0.8283062645011601,90,96,42,19,1.0,79
126352,전북 현대 모터스,수원FC,True,2,3,loss,13,0,1,14,33,20,0.25,77,399,0.8571428571428571,55,89,36,20,1.0,65
126354,포항 스틸러스,제주SK FC,True,1,1,draw,12,0,1,8,18,7,0.2857142857142857,80,381,0.800524934383202,87,79,39,42,1.0,122
126353,울산 HD FC,김천 상무 프로축구단,True,2,2,draw,11,0,2,4,22,14,0.14285714285714285,60,378,0.8386243386243386,77,65,31,20,1.0,82
126325,광주FC,울산 HD FC,True,2,1,win,9,0,2,25,48,16,0.3125,130,467,0.8993576017130621,75,79,43,15,1.0,71
126355,대전 하나 시티즌,인천 유나이티드,True,0,1,loss,13,0,0,15,42,12,0.25,100,504,0.8472222222222222,88,82,32,38,1.0,71
126357,김천 상무 프로축구단,제주SK FC,True,1,0,win,14,0,1,14,44,12,0.08333333333333333,110,482,0.8651452282157677,79,84,47,29,1.0,82
126358,FC서울,대구FC,True,1,2,loss,9,0,1,12,54,23,0.30434782608695654,139,675,0.8933333333333333,99,80,27,14,1.0,70
126359,강원FC,울산 HD FC,True,1,0,win,7,0,1,2,17,10,0.1,68,307,0.8566775244299675,67,67,48,20,1.0,89
126356,광주FC,전북 현대 모터스,True,0,3,loss,22,0,0,21,60,27,0.2962962962962963,123,520,0.8942307692307693,76,91,17,9,1.0,65
126360,수원FC,포항 스틸러스,True,1,0,win,10,0,1,4,19,7,0.42857142857142855,66,329,0.8723404255319149,55,65,61,24,1.0,60
126361,전북 현대 모터스,김천 상무 프로축구단,True,0,0,draw,8,0,0,8,27,14,0.07142857142857142,96,455,0.8769230769230769,78,62,31,20,1.0,116
126362,울산 HD FC,대전 하나 시티즌,True,4,1,win,29,0,4,29,55,34,0.20588235294117646,134,663,0.9079939668174962,89,102,32,29,1.0,81
126364,인천 유나이티드,광주FC,True,1,1,draw,10,0,0,7,30,15,0.2,98,485,0.8597938144329897,71,71,27,12,1.0,89
126363,포항 스틸러스,FC서울,True,2,2,draw,4,0,0,9,22,10,0.0,62,346,0.8526011560693642,77,56,32,29,1.0,76
126365,대구FC,강원FC,True,1,2,loss,5,0,1,6,28,20,0.15,104,587,0.9045996592844975,89,78,27,29,1.0,72
126366,제주SK FC,수원FC,True,1,0,win,13,0,1,12,33,10,0.2,89,403,0.8213399503722084,63,92,38,29,1.0,72
126368,김천 상무 프로축구단,FC서울,True,0,0,draw,10,0,0,17,37,10,0.4,91,439,0.8678815489749431,71,64,34,21,1.0,80
126367,광주FC,포항 스틸러스,True,0,1,loss,16,0,0,21,48,23,0.34782608695652173,127,563,0.8969804618117229,81,80,22,15,1.0,87
126369,인천 유나이티드,울산 HD FC,True,1,1,draw,14,0,0,8,21,10,0.4,73,433,0.8337182448036952,67,76,34,13,1.0,69
126372,강원FC,전북 현대 모터스,True,2,1,win,13,0,2,7,19,18,0.16666666666666666,72,429,0.8881118881118881,84,70,31,11,1.0,89
126370,대전 하나 시티즌,제주SK FC,True,0,1,loss,17,0,0,16,40,29,0.1724137931034483,111,560,0.8696428571428572,114,96,33,44,1.0,67
126371,수원FC,대구FC,True,2,0,win,16,0,2,7,37,8,0.375,97,485,0.843298969072165,75,84,32,29,0.9629629629629629,80
126373,울산 HD FC,전북 현대 모터스,True,1,0,win,11,0,1,2,47,20,0.1,111,539,0.8923933209647495,75,72,40,21,1.0,68
126375,김천 상무 프로축구단,포항 스틸러스,True,3,1,win,15,0,2,11,28,12,0.25,70,388,0.8582474226804123,71,69,28,13,1.0,63
126374,수원FC,인천 유나이티드,True,3,1,win,9,0,3,7,27,4,0.25,85,460,0.8695652173913043,79,67,39,14,1.0,82
126376,대전 하나 시티즌,대구FC,True,1,0,win,9,0,1,7,15,6,0.0,59,280,0.8071428571428572,58,67,30,27,1.0,68
126377,제주SK FC,강원FC,True,1,2,loss,10,0,1,9,34,13,0.23076923076923078,106,554,0.8700361010830325,79,68,31,29,1.0,77
126378,FC서울,광주FC,True,1,2,loss,13,0,1,12,42,28,0.14285714285714285,109,490,0.9122448979591836,82,64,18,16,1.0,78
126379,포항 스틸러스,대전 하나 시티즌,True,1,1,draw,18,0,1,10,35,23,0.30434782608695654,108,587,0.909710391822828,70,78,27,24,1.0,64
126380,광주FC,김천 상무 프로축구단,True,2,0,win,14,0,2,17,42,20,0.3,107,476,0.907563025210084,90,62,31,14,1.0,85
126381,강원FC,수원FC,True,3,1,win,19,0,3,5,19,7,0.2857142857142857,59,315,0.834920634920635,60,65,33,26,1.0,75
126383,전북 현대 모터스,인천 유나이티드,True,2,2,draw,18,0,2,23,40,18,0.3888888888888889,114,574,0.9146341463414634,101,60,43,40,1.0,66
126382,울산 HD FC,FC서울,True,2,2,draw,13,0,1,20,32,19,0.21052631578947367,101,460,0.8630434782608696,72,82,28,23,1.0,81
126384,대구FC,제주SK FC,True,1,0,win,16,0,1,8,30,16,0.125,100,429,0.8414918414918415,66,91,39,42,1.0,73
126385,대구FC,전북 현대 모터스,True,3,0,win,16,0,2,10,19,5,0.4,63,340,0.8088235294117647,63,73,37,28,1.0,75
126387,강원FC,김천 상무 프로축구단,True,2,3,loss,6,0,2,17,37,17,0.23529411764705882,103,520,0.8807692307692307,86,62,36,23,1.0,98
126386,대전 하나 시티즌,광주FC,True,2,1,win,10,0,2,7,26,19,0.21052631578947367,88,503,0.8906560636182903,88,54,28,25,1.0,105
126388,FC서울,수원FC,True,3,0,win,11,0,3,11,44,14,0.07142857142857142,108,522,0.8908045977011494,67,75,30,34,1.0,71
126390,제주SK FC,울산 HD FC,True,2,3,loss,12,0,1,12,36,16,0.3125,101,367,0.8474114441416893,68,74,23,24,1.0,73
126389,인천 유나이티드,포항 스틸러스,True,1,3,loss,4,0,1,2,31,7,0.0,88,521,0.8790786948176583,66,55,30,28,1.0,84
126392,김천 상무 프로축구단,대전 하나 시티즌,True,2,0,win,11,0,2,21,36,27,0.2222222222222222,96,503,0.882703777335984,75,85,26,23,1.0,72
126391,수원FC,광주FC,True,1,0,win,6,0,1,8,19,11,0.2727272727272727,68,336,0.8541666666666666,75,73,30,20,1.0,74
126393,울산 HD FC,대구FC,True,1,0,win,9,0,1,7,26,11,0.2727272727272727,69,329,0.8267477203647416,63,58,39,33,1.0,48
126396,제주SK FC,인천 유나이티드,True,1,0,win,12,0,1,5,31,16,0.375,103,540,0.8870370370370371,75,77,23,18,1.0,44
126395,FC서울,강원FC,True,2,0,win,9,0,1,12,30,10,0.4,115,649,0.9029275808936826,92,60,21,24,1.0,133
126394,전북 현대 모터스,포항 스틸러스,True,1,1,draw,14,0,1,10,23,14,0.21428571428571427,67,430,0.8790697674418605,57,60,26,18,1.0,68
126397,김천 상무 프로축구단,대구FC,True,2,0,win,21,0,2,16,22,18,0.2222222222222222,67,351,0.811965811965812,53,96,51,37,1.0,75
126398,전북 현대 모터스,FC서울,True,1,5,loss,11,0,1,10,25,8,0.25,65,424,0.8514150943396226,59,67,25,29,1.0,82
126399,대전 하나 시티즌,수원FC,True,0,2,loss,8,0,0,11,47,17,0.11764705882352941,101,593,0.9021922428330523,79,66,28,27,1.0,72
126400,포항 스틸러스,울산 HD FC,True,2,1,win,9,0,1,11,25,16,0.125,97,496,0.905241935483871,88,49,27,15,1.0,102
126402,인천 유나이티드,강원FC,True,0,1,loss,7,0,0,6,22,17,0.17647058823529413,67,347,0.8703170028818443,63,58,27,10,1.0,58
126401,광주FC,제주SK FC,True,2,1,win,15,0,2,12,53,27,0.07407407407407407,120,516,0.9282945736434108,89,69,25,17,1.0,56
126403,인천 유나이티드,김천 상무 프로축구단,True,1,1,draw,12,0,1,8,33,13,0.23076923076923078,97,450,0.8444444444444444,68,73,32,27,1.0,112
126404,수원FC,울산 HD FC,True,1,1,draw,9,0,1,6,24,11,0.2727272727272727,69,374,0.8556149732620321,73,65,39,25,1.0,84
126405,제주SK FC,FC서울,True,3,2,win,18,0,3,11,11,12,0.16666666666666666,40,266,0.8082706766917294,46,66,30,29,1.0,55
126406,대구FC,포항 스틸러스,True,3,3,draw,20,0,3,18,33,25,0.24,90,396,0.898989898989899,80,75,24,41,1.0,60
126408,강원FC,광주FC,True,2,0,win,7,0,1,10,29,10,0.1,83,502,0.8844621513944223,108,58,36,26,1.0,117
126407,대전 하나 시티즌,전북 현대 모터스,True,2,2,draw,6,0,1,4,42,19,0.15789473684210525,104,561,0.9090909090909091,77,66,22,18,1.0,61
126410,김천 상무 프로축구단,수원FC,True,2,3,loss,13,0,1,23,48,37,0.10810810810810811,130,568,0.8961267605633803,69,87,28,18,1.0,64
126409,대구FC,인천 유나이티드,True,0,0,draw,12,0,0,7,35,23,0.13043478260869565,96,395,0.810126582278481,67,98,37,30,1.0,37
126412,포항 스틸러스,강원FC,True,2,0,win,4,0,2,2,24,8,0.125,85,532,0.9097744360902256,78,55,35,37,1.0,102
126414,FC서울,대전 하나 시티즌,True,2,1,win,17,0,2,15,47,15,0.13333333333333333,100,606,0.8927392739273927,77,87,21,18,1.0,48
126413,전북 현대 모터스,제주SK FC,True,2,1,win,7,0,2,5,29,13,0.23076923076923078,85,408,0.8553921568627451,67,69,38,34,1.0,68
126411,울산 HD FC,광주FC,True,0,1,loss,12,0,0,26,54,26,0.19230769230769232,136,585,0.9008547008547009,106,69,26,27,1.0,62
126415,울산 HD FC,FC서울,True,1,0,win,5,0,1,12,27,10,0.1,88,495,0.8686868686868687,81,71,34,19,1.0,94
126416,대전 하나 시티즌,강원FC,True,1,1,draw,4,0,1,6,17,5,0.2,98,510,0.8725490196078431,106,60,39,24,1.0,130
126417,제주SK FC,포항 스틸러스,True,2,1,win,19,0,1,8,18,15,0.3333333333333333,83,450,0.8644444444444445,78,70,26,13,1.0,74
126419,수원FC,대구FC,True,2,2,draw,16,0,2,10,56,20,0.15,137,686,0.9139941690962099,100,78,26,27,1.0,76
126420,김천 상무 프로축구단,전북 현대 모터스,True,4,0,win,27,0,3,30,48,35,0.22857142857142856,130,630,0.9301587301587302,66,81,25,16,1.0,56
126418,광주FC,인천 유나이티드,True,0,2,loss,12,0,0,13,55,17,0.058823529411764705,111,521,0.9174664107485605,93,66,23,15,1.0,69
126421,전북 현대 모터스,울산 HD FC,True,2,0,win,10,0,2,13,38,20,0.25,100,425,0.8964705882352941,67,60,28,13,1.0,47
126422,강원FC,제주SK FC,True,4,0,win,19,0,3,10,30,12,0.5,107,544,0.9007352941176471,85,60,32,25,1.0,96
126426,대전 하나 시티즌,포항 스틸러스,True,1,2,loss,8,0,1,9,47,15,0.13333333333333333,96,531,0.896421845574388,64,62,35,26,1.0,59
126424,대구FC,광주FC,True,0,1,loss,15,0,0,8,33,31,0.1935483870967742,97,443,0.8848758465011287,75,72,24,33,1.0,60
126423,인천 유나이티드,수원FC,True,1,4,loss,6,0,1,6,40,18,0.1111111111111111,107,598,0.8963210702341137,94,67,19,13,1.0,73
126425,FC서울,김천 상무 프로축구단,True,1,0,win,13,0,1,10,22,9,0.3333333333333333,82,356,0.8735955056179775,61,61,21,17,1.0,86
126428,강원FC,전북 현대 모터스,True,4,2,win,19,0,4,7,24,4,0.0,74,442,0.8914027149321267,77,51,35,22,1.0,112
126427,제주SK FC,울산 HD FC,True,1,0,win,14,0,1,6,19,15,0.06666666666666667,61,349,0.8710601719197708,58,65,43,19,1.0,73
126429,광주FC,수원FC,True,1,0,win,8,0,1,7,19,6,0.3333333333333333,80,342,0.8567251461988304,61,57,36,13,1.0,90
126431,인천 유나이티드,FC서울,True,0,1,loss,9,0,0,9,34,20,0.25,92,430,0.8534883720930233,71,75,24,17,1.0,54
126430,대구FC,대전 하나 시티즌,True,1,1,draw,19,0,1,7,29,17,0.23529411764705882,77,380,0.9184210526315789,56,58,29,19,1.0,35
126432,포항 스틸러스,김천 상무 프로축구단,True,1,2,loss,8,0,0,16,44,21,0.19047619047619047,111,545,0.8788990825688073,90,64,31,26,1.0,99
126434,김천 상무 프로축구단,강원FC,True,1,2,loss,10,0,0,12,38,21,0.14285714285714285,89,315,0.8666666666666667,71,70,24,18,1.0,48
126433,전북 현대 모터스,광주FC,True,0,1,loss,14,0,0,20,32,27,0.14814814814814814,85,535,0.9177570093457944,44,62,24,22,1.0,66
126435,울산 HD FC,대구FC,True,1,0,win,13,0,0,12,29,12,0.25,100,473,0.8625792811839323,63,80,35,31,1.0,72
126436,제주SK FC,인천 유나이티드,True,0,1,loss,5,0,0,9,32,14,0.14285714285714285,90,482,0.8796680497925311,95,60,41,31,1.0,68
126437,수원FC,대전 하나 시티즌,True,1,2,loss,20,0,0,18,50,41,0.21951219512195122,102,497,0.8732394366197183,85,99,37,20,1.0,61
126438,포항 스틸러스,FC서울,True,1,2,loss,16,0,1,10,44,26,0.3076923076923077,114,496,0.8649193548387096,77,75,35,22,1.0,55
126439,대구FC,김천 상무 프로축구단,True,3,0,win,9,0,3,11,29,12,0.08333333333333333,84,347,0.8472622478386167,81,65,39,27,1.0,92
126440,FC서울,제주SK FC,True,1,0,win,11,0,1,3,17,10,0.1,64,392,0.8341836734693877,72,77,34,19,1.0,90
126441,전북 현대 모터스,포항 스틸러스,True,2,1,win,14,0,2,10,34,12,0.25,85,388,0.8505154639175257,66,73,33,18,1.0,62
126442,대전 하나 시티즌,인천 유나이티드,True,2,1,win,8,0,2,2,13,7,0.0,64,356,0.8764044943820225,69,63,44,25,1.0,96
126443,울산 HD FC,수원FC,True,1,2,loss,10,0,1,12,41,12,0.08333333333333333,105,551,0.9092558983666061,68,62,29,22,1.0,104
126444,강원FC,광주FC,True,3,2,win,13,0,3,10,23,8,0.5,61,319,0.8401253918495298,77,48,36,24,1.0,73
126445,포항 스틸러스,대구FC,True,1,2,loss,21,0,1,13,48,16,0.1875,111,547,0.903107861060329,73,69,23,18,1.0,56
126446,인천 유나이티드,전북 현대 모터스,True,0,1,loss,11,0,0,13,49,25,0.16,103,481,0.8440748440748441,93,87,37,21,1.0,84
126447,FC서울,강원FC,True,2,0,win,16,0,2,11,24,11,0.18181818181818182,78,319,0.8025078369905956,80,82,60,25,1.0,84
126450,김천 상무 프로축구단,대전 하나 시티즌,True,2,2,draw,22,0,2,12,30,17,0.17647058823529413,84,396,0.8409090909090909,54,87,36,22,1.0,36
126449,수원FC,제주SK FC,True,5,0,win,18,0,5,14,35,8,0.25,110,516,0.8817829457364341,103,63,34,17,1.0,58
126448,광주FC,울산 HD FC,True,0,1,loss,14,0,0,15,29,12,0.16666666666666666,118,465,0.9096774193548387,80,72,31,25,1.0,122
126451,울산 HD FC,포항 스틸러스,True,5,4,win,18,0,4,7,30,17,0.17647058823529413,91,378,0.8624338624338624,69,61,35,21,1.0,73
126452,대구FC,인천 유나이티드,True,1,2,loss,14,0,1,7,13,8,0.25,67,292,0.7808219178082192,54,70,48,26,1.0,60
126453,제주SK FC,김천 상무 프로축구단,True,1,0,win,8,0,0,8,21,14,0.2857142857142857,57,330,0.8272727272727273,50,69,41,22,1.0,72
126456,강원FC,수원FC,True,2,2,draw,5,0,1,6,25,9,0.2222222222222222,83,445,0.8584269662921349,59,61,36,13,1.0,95
126454,전북 현대 모터스,FC서울,True,0,0,draw,10,0,0,11,39,13,0.3076923076923077,97,515,0.8737864077669902,79,79,25,25,1.0,70
126455,대전 하나 시티즌,광주FC,True,2,0,win,13,0,2,2,14,4,0.25,44,264,0.803030303030303,54,66,35,44,1.0,73
126458,광주FC,포항 스틸러스,True,2,1,win,12,0,2,9,26,9,0.1111111111111111,83,426,0.852112676056338,85,72,39,31,1.0,76
126457,울산 HD FC,강원FC,True,2,0,win,6,0,2,3,14,7,0.42857142857142855,64,362,0.8176795580110497,63,59,36,18,1.0,103
126459,FC서울,대전 하나 시티즌,True,2,3,loss,14,0,2,10,35,15,0.26666666666666666,90,399,0.8671679197994987,53,78,34,17,1.0,71
126461,수원FC,전북 현대 모터스,True,0,6,loss,7,0,0,11,26,25,0.16,94,418,0.854066985645933,75,61,28,18,1.0,86
126460,제주SK FC,대구FC,True,0,4,loss,14,0,0,10,33,17,0.23529411764705882,93,489,0.8793456032719836,69,77,29,26,1.0,46
126462,김천 상무 프로축구단,인천 유나이티드,True,2,0,win,12,0,2,13,26,16,0.25,88,404,0.8242574257425742,64,91,42,35,1.0,70
126463,수원FC,김천 상무 프로축구단,True,2,4,loss,8,0,2,8,36,15,0.13333333333333333,99,498,0.8634538152610441,89,75,35,14,1.0,86
126464,대구FC,FC서울,True,1,1,draw,6,0,1,11,23,13,0.3076923076923077,82,387,0.8552971576227391,79,70,41,17,1.0,70
126466,광주FC,제주SK FC,True,0,2,loss,6,0,0,7,26,14,0.14285714285714285,87,429,0.8578088578088578,90,79,45,25,1.0,72
126465,포항 스틸러스,강원FC,True,2,1,win,4,0,1,6,23,9,0.2222222222222222,57,310,0.8129032258064516,70,69,34,34,1.0,66
126468,대전 하나 시티즌,전북 현대 모터스,True,0,0,draw,8,0,0,10,33,17,0.11764705882352941,85,468,0.8632478632478633,57,73,31,21,1.0,106
126467,인천 유나이티드,울산 HD FC,True,0,0,draw,5,0,0,2,15,9,0.2222222222222222,48,260,0.7730769230769231,56,82,32,25,1.0,59
126470,대전 하나 시티즌,울산 HD FC,True,0,1,loss,10,0,0,15,29,14,0.35714285714285715,83,424,0.8042452830188679,80,93,29,26,1.0,83
126469,포항 스틸러스,인천 유나이티드,True,1,0,win,15,0,0,9,20,16,0.125,89,443,0.873589164785553,70,76,38,24,1.0,80
